Name,Level,School,Ritual,Casting Time,Range,Type:Size,Components,concentration,Duration,Description,Attack Type,Type,Level:Amount_damage,Level:Amout_heal,Characteristic
Acid-arrow,2,Evocation,No_Ritual,1 action,90 feet,No_AreaEffect,V/S/M,No_Concentration,Instantaneous,A shimmering green arrow streaks toward a target within range and bursts in a spray of acid. Make a ranged spell attack against the target. On a hitthe target takes 4d4 acid damage immediately and 2d4 acid damage at the end of its next turn. On a missthe arrow splashes the target with acid for half as much of the initial damage and no damage at the end of its next turn.,Ranged,Acid,2:4d4/3:5d4/4:6d4/5:7d4/6:8d4/7:9d4/8:10d4/9:11d4,No_Heal,No_SavingThrow
Acid-splash,0,Conjuration,No_Ritual,1 action,60 feet,No_AreaEffect,V/S,No_Concentration,Instantaneous,You hurl a bubble of acid. Choose one creature within rangeor choose two creatures within range that are within 5 feet of each other. A target must succeed on a dexterity saving throw or take 1d6 acid damage.This spell's damage increases by 1d6 when you reach 5th level (2d6)11th level (3d6)and 17th level (4d6).,No_AttackType,Acid,1:1d6/5:2d6/11:3d6/17:4d6,No_Heal,DEX
Antipathy-sympathy,8,Enchantment,No_Ritual,1 hour,60 feet,Cube:200,V/S/M,No_Concentration,10 days,This spell attracts or repels creatures of your choice. You target something within rangeeither a Huge or smaller object or creature or an area that is no larger than a 200-foot cube. Then specify a kind of intelligent creaturesuch as red dragonsgoblinsor vampires. You invest the target with an aura that either attracts or repels the specified creatures for the duration. Choose antipathy or sympathy as the aura's effect.***Antipathy.*** The enchantment causes creatures of the kind you designated to feel an intense urge to leave the area and avoid the target. When such a creature can see the target or comes within 60 feet of itthe creature must succeed on a wisdom saving throw or become frightened. The creature remains frightened while it can see the target or is within 60 feet of it. While frightened by the targetthe creature must use its movement to move to the nearest safe spot from which it can't see the target. If the creature moves more than 60 feet from the target and can't see itthe creature is no longer frightenedbut the creature becomes frightened again if it regains sight of the target or moves within 60 feet of it.***Sympathy.*** The enchantment causes the specified creatures to feel an intense urge to approach the target while within 60 feet of it or able to see it. When such a creature can see the target or comes within 60 feet of itthe creature must succeed on a wisdom saving throw or use its movement on each of its turns to enter the area or move within reach of the target. When the creature has done soit can't willingly move away from the target.If the target damages or otherwise harms an affected creaturethe affected creature can make a wisdom saving throw to end the effectas described below.***Ending the Effect.*** If an affected creature ends its turn while not within 60 feet of the target or able to see itthe creature makes a wisdom saving throw. On a successful savethe creature is no longer affected by the target and recognizes the feeling of repugnance or attraction as magical. In additiona creature affected by the spell is allowed another wisdom saving throw every 24 hours while the spell persists.A creature that successfully saves against this effect is immune to it for 1 minuteafter which time it can be affected again.,No_AttackType,No_Damage,No_Heal,No_SavingThrow
Arcane-eye,4,Divination,No_Ritual,1 action,30 feet,Sphere:30,V/S/M,concentration,Up to 1 hour,You create an invisiblemagical eye within range that hovers in the air for the duration.You mentally receive visual information from the eyewhich has normal vision and darkvision out to 30 feet. The eye can look in every direction.As an actionyou can move the eye up to 30 feet in any direction. There is no limit to how far away from you the eye can movebut it can't enter another plane of existence. A solid barrier blocks the eye's movementbut the eye can pass through an opening as small as 1 inch in diameter.,No_AttackType,No_Damage,No_Heal,No_SavingThrow
Arcane-hand,5,Evocation,No_Ritual,1 action,120 feet,No_AreaEffect,V/S/M,concentration,Up to 1 minute,You create a Large hand of shimmeringtranslucent force in an unoccupied space that you can see within range. The hand lasts for the spell's durationand it moves at your commandmimicking the movements of your own hand.The hand is an object that has AC 20 and hit points equal to your hit point maximum. If it drops to 0 hit pointsthe spell ends. It has a Strength of 26 (+8) and a Dexterity of 10 (+0). The hand doesn't fill its space.When you cast the spell and as a bonus action on your subsequent turnsyou can move the hand up to 60 feet and then cause one of the following effects with it.***Clenched Fist.*** The hand strikes one creature or object within 5 feet of it. Make a melee spell attack for the hand using your game statistics. On a hitthe target takes 4d8 force damage.***Forceful Hand.*** The hand attempts to push a creature within 5 feet of it in a direction you choose. Make a check with the hand's Strength contested by the Strength (Athletics) check of the target. If the target is Medium or smalleryou have advantage on the check. If you succeedthe hand pushes the target up to 5 feet plus a number of feet equal to five times your spellcasting ability modifier. The hand moves with the target to remain within 5 feet of it.***Grasping Hand.*** The hand attempts to grapple a Huge or smaller creature within 5 feet of it. You use the hand's Strength score to resolve the grapple. If the target is Medium or smalleryou have advantage on the check. While the hand is grappling the targetyou can use a bonus action to have the hand crush it. When you do sothe target takes bludgeoning damage equal to 2d6 + your spellcasting ability modifier.***Interposing Hand.*** The hand interposes itself between you and a creature you choose until you give the hand a different command. The hand moves to stay between you and the targetproviding you with half cover against the target. The target can't move through the hand's space if its Strength score is less than or equal to the hand's Strength score. If its Strength score is higher than the hand's Strength scorethe target can move toward you through the hand's spacebut that space is difficult terrain for the target.,No_AttackType,No_Damage,No_Heal,No_SavingThrow
Arcane-lock,2,Abjuration,No_Ritual,1 action,Touch,No_AreaEffect,V/S/M,No_Concentration,Until dispelled,You touch a closed doorwindowgatechestor other entrywayand it becomes locked for the duration. You and the creatures you designate when you cast this spell can open the object normally. You can also set a password thatwhen spoken within 5 feet of the objectsuppresses this spell for 1 minute. Otherwiseit is impassable until it is broken or the spell is dispelled or suppressed. Casting knock on the object suppresses arcane lock for 10 minutes.While affected by this spellthe object is more difficult to break or force open; the DC to break it or pick any locks on it increases by 10.,No_AttackType,No_Damage,No_Heal,No_SavingThrow
Arcane-sword,7,Evocation,No_Ritual,1 action,60 feet,No_AreaEffect,V/S/M,concentration,Up to 1 minute,You create a sword-shaped plane of force that hovers within range. It lasts for the duration.When the sword appearsyou make a melee spell attack against a target of your choice within 5 feet of the sword. On a hitthe target takes 3d10 force damage. Until the spell endsyou can use a bonus action on each of your turns to move the sword up to 20 feet to a spot you can see and repeat this attack against the same target or a different one.,Melee,Force,7:3d10,No_Heal,No_SavingThrow
Arcanists-magic-aura,2,Illusion,No_Ritual,1 action,Touch,No_AreaEffect,V/S/M,No_Concentration,24 hours,You place an illusion on a creature or an object you touch so that divination spells reveal false information about it. The target can be a willing creature or an object that isn't being carried or worn by another creature.When you cast the spellchoose one or both of the following effects. The effect lasts for the duration. If you cast this spell on the same creature or object every day for 30 daysplacing the same effect on it each timethe illusion lasts until it is dispelled.***False Aura.*** You change the way the target appears to spells and magical effectssuch as detect magicthat detect magical auras. You can make a nonmagical object appear magicala magical object appear nonmagicalor change the object's magical aura so that it appears to belong to a specific school of magic that you choose. When you use this effect on an objectyou can make the false magic apparent to any creature that handles the item.***Mask.*** You change the way the target appears to spells and magical effects that detect creature typessuch as a paladin's Divine Sense or the trigger of a symbol spell. You choose a creature type and other spells and magical effects treat the target as if it were a creature of that type or of that alignment.,No_AttackType,No_Damage,No_Heal,No_SavingThrow
Astral-projection,9,Necromancy,No_Ritual,1 hour,10 feet,No_AreaEffect,V/S/M,No_Concentration,Special,You and up to eight willing creatures within range project your astral bodies into the Astral Plane (the spell fails and the casting is wasted if you are already on that plane). The material body you leave behind is unconscious and in a state of suspended animation; it doesn't need food or air and doesn't age.Your astral body resembles your mortal form in almost every wayreplicating your game statistics and possessions. The principal difference is the addition of a silvery cord that extends from between your shoulder blades and trails behind youfading to invisibility after 1 foot. This cord is your tether to your material body. As long as the tether remains intactyou can find your way home. If the cord is cut--something that can happen only when an effect specifically states that it does--your soul and body are separatedkilling you instantly.Your astral form can freely travel through the Astral Plane and can pass through portals there leading to any other plane. If you enter a new plane or return to the plane you were on when casting this spellyour body and possessions are transported along the silver cordallowing you to re-enter your body as you enter the new plane. Your astral form is a separate incarnation. Any damage or other effects that apply to it have no effect on your physical bodynor do they persist when you return to it.The spell ends for you and your companions when you use your action to dismiss it. When the spell endsthe affected creature returns to its physical bodyand it awakens.The spell might also end early for you or one of your companions. A successful dispel magic spell used against an astral or physical body ends the spell for that creature. If a creature's original body or its astral form drops to 0 hit pointsthe spell ends for that creature. If the spell ends and the silver cord is intactthe cord pulls the creature's astral form back to its bodyending its state of suspended animation.If you are returned to your body prematurelyyour companions remain in their astral forms and must find their own way back to their bodiesusually by dropping to 0 hit points.,No_AttackType,No_Damage,No_Heal,No_SavingThrow
Augury,2,Divination,Ritual,1 minute,Self,No_AreaEffect,V/S/M,No_Concentration,Instantaneous,By casting gem-inlaid sticksrolling dragon boneslaying out ornate cardsor employing some other divining toolyou receive an omen from an otherworldly entity about the results of a specific course of action that you plan to take within the next 30 minutes. The GM chooses from the following possible omens:- Wealfor good results- Woefor bad results- Weal and woefor both good and bad results- Nothingfor results that aren't especially good or badThe spell doesn't take into account any possible circumstances that might change the outcomesuch as the casting of additional spells or the loss or gain of a companion.If you cast the spell two or more times before completing your next long restthere is a cumulative 25 percent chance for each casting after the first that you get a random reading. The GM makes this roll in secret.,No_AttackType,No_Damage,No_Heal,No_SavingThrow
Awaken,5,Transmutation,No_Ritual,8 hours,Touch,No_AreaEffect,V/S/M,No_Concentration,Instantaneous,After spending the casting time tracing magical pathways within a precious gemstoneyou touch a Huge or smaller beast or plant. The target must have either no Intelligence score or an Intelligence of 3 or less. The target gains an Intelligence of 10. The target also gains the ability to speak one language you know. If the target is a plantit gains the ability to move its limbsrootsvinescreepersand so forthand it gains senses similar to a human's. Your GM chooses statistics appropriate for the awakened plantsuch as the statistics for the awakened shrub or the awakened tree.The awakened beast or plant is charmed by you for 30 days or until you or your companions do anything harmful to it. When the charmed condition endsthe awakened creature chooses whether to remain friendly to youbased on how you treated it while it was charmed.,No_AttackType,No_Damage,No_Heal,No_SavingThrow
Bane,1,Enchantment,No_Ritual,1 action,30 feet,No_AreaEffect,V/S/M,concentration,Up to 1 minute,Up to three creatures of your choice that you can see within range must make charisma saving throws. Whenever a target that fails this saving throw makes an attack roll or a saving throw before the spell endsthe target must roll a d4 and subtract the number rolled from the attack roll or saving throw.,No_AttackType,No_Damage,No_Heal,CHA
Banishment,4,Abjuration,No_Ritual,1 action,60 feet,No_AreaEffect,V/S/M,concentration,Up to 1 minute,You attempt to send one creature that you can see within range to another plane of existence. The target must succeed on a charisma saving throw or be banished.If the target is native to the plane of existence you're onyou banish the target to a harmless demiplane. While therethe target is incapacitated. The target remains there until the spell endsat which point the target reappears in the space it left or in the nearest unoccupied space if that space is occupied.If the target is native to a different plane of existence than the one you're onthe target is banished with a faint popping noisereturning to its home plane. If the spell ends before 1 minute has passedthe target reappears in the space it left or in the nearest unoccupied space if that space is occupied. Otherwisethe target doesn't return.,No_AttackType,No_Damage,No_Heal,CHA
Barkskin,2,Transmutation,No_Ritual,1 action,Touch,No_AreaEffect,V/S/M,concentration,Up to 1 hour,You touch a willing creature. Until the spell endsthe target's skin has a roughbark-like appearanceand the target's AC can't be less than 16regardless of what kind of armor it is wearing.,No_AttackType,No_Damage,No_Heal,No_SavingThrow
Beacon-of-hope,3,Abjuration,No_Ritual,1 action,30 feet,No_AreaEffect,V/S,concentration,Up to 1 minute,This spell bestows hope and vitality. Choose any number of creatures within range. For the durationeach target has advantage on wisdom saving throws and death saving throwsand regains the maximum number of hit points possible from any healing.,No_AttackType,No_Damage,No_Heal,No_SavingThrow
Bestow-curse,3,Necromancy,No_Ritual,1 action,Touch,No_AreaEffect,V/S,concentration,Up to 1 minute,You touch a creatureand that creature must succeed on a wisdom saving throw or become cursed for the duration of the spell. When you cast this spellchoose the nature of the curse from the following options:- Choose one ability score. While cursedthe target has disadvantage on ability checks and saving throws made with that ability score.- While cursedthe target has disadvantage on attack rolls against you.- While cursedthe target must make a wisdom saving throw at the start of each of its turns. If it failsit wastes its action that turn doing nothing.- While the target is cursedyour attacks and spells deal an extra 1d8 necrotic damage to the target.A remove curse spell ends this effect. At the GM's optionyou may choose an alternative curse effectbut it should be no more powerful than those described above. The GM has final say on such a curse's effect.,No_AttackType,No_Damage,No_Heal,WIS
Black-tentacles,4,Conjuration,No_Ritual,1 action,90 feet,Cube:20,V/S/M,concentration,Up to 1 minute,Squirmingebony tentacles fill a 20-foot square on ground that you can see within range. For the durationthese tentacles turn the ground in the area into difficult terrain.When a creature enters the affected area for the first time on a turn or starts its turn therethe creature must succeed on a Dexterity saving throw or take 3d6 bludgeoning damage and be restrained by the tentacles until the spell ends. A creature that starts its turn in the area and is already restrained by the tentacles takes 3d6 bludgeoning damage.A creature restrained by the tentacles can use its action to make a Strength or Dexterity check (its choice) against your spell save DC. On a successit frees itself.,No_AttackType,Bludgeoning,4:3d6,No_Heal,DEX
Blade-barrier,6,Evocation,No_Ritual,1 action,90 feet,Line:100,V/S,concentration,Up to 10 minutes,You create a vertical wall of whirlingrazor-sharp blades made of magical energy. The wall appears within range and lasts for the duration. You can make a straight wall up to 100 feet long20 feet highand 5 feet thickor a ringed wall up to 60 feet in diameter20 feet highand 5 feet thick. The wall provides three-quarters cover to creatures behind itand its space is difficult terrain.When a creature enters the wall's area for the first time on a turn or starts its turn therethe creature must make a dexterity saving throw. On a failed savethe creature takes 6d10 slashing damage. On a successful savethe creature takes half as much damage.,No_AttackType,Slashing,6:6d10,No_Heal,DEX
Bless,1,Enchantment,No_Ritual,1 action,30 feet,No_AreaEffect,V/S/M,concentration,Up to 1 minute,You bless up to three creatures of your choice within range. Whenever a target makes an attack roll or a saving throw before the spell endsthe target can roll a d4 and add the number rolled to the attack roll or saving throw.,No_AttackType,No_Damage,No_Heal,No_SavingThrow
Blight,4,Necromancy,No_Ritual,1 action,30 feet,No_AreaEffect,V/S,No_Concentration,Instantaneous,Necromantic energy washes over a creature of your choice that you can see within rangedraining moisture and vitality from it. The target must make a constitution saving throw. The target takes 8d8 necrotic damage on a failed saveor half as much damage on a successful one. The spell has no effect on undead or constructs.If you target a plant creature or a magical plantit makes the saving throw with disadvantageand the spell deals maximum damage to it.If you target a nonmagical plant that isn't a creaturesuch as a tree or shrubit doesn't make a saving throw; it simply withers and dies.,No_AttackType,Necrotic,4:8d8/5:9d8/6:10d8/7:11d8/8:12d8/9:13d8,No_Heal,CON
Blindness-deafness,2,Necromancy,No_Ritual,1 action,30 feet,No_AreaEffect,V,No_Concentration,1 minute,You can blind or deafen a foe. Choose one creature that you can see within range to make a constitution saving throw. If it failsthe target is either blinded or deafened (your choice) for the duration. At the end of each of its turnsthe target can make a constitution saving throw. On a successthe spell ends.,No_AttackType,No_Damage,No_Heal,CON
Blink,3,Transmutation,No_Ritual,1 action,Self,No_AreaEffect,V/S,No_Concentration,1 minute,Roll a d20 at the end of each of your turns for the duration of the spell. On a roll of 11 or higheryou vanish from your current plane of existence and appear in the Ethereal Plane (the spell fails and the casting is wasted if you were already on that plane). At the start of your next turnand when the spell ends if you are on the Ethereal Planeyou return to an unoccupied space of your choice that you can see within 10 feet of the space you vanished from. If no unoccupied space is available within that rangeyou appear in the nearest unoccupied space (chosen at random if more than one space is equally near). You can dismiss this spell as an action.While on the Ethereal Planeyou can see and hear the plane you originated fromwhich is cast in shades of grayand you can't see anything there more than 60 feet away. You can only affect and be affected by other creatures on the Ethereal Plane. Creatures that aren't there can't perceive you or interact with youunless they have the ability to do so.,No_AttackType,No_Damage,No_Heal,No_SavingThrow
Blur,2,Illusion,No_Ritual,1 action,Self,No_AreaEffect,V,concentration,Up to 1 minute,Your body becomes blurredshifting and wavering to all who can see you. For the durationany creature has disadvantage on attack rolls against you. An attacker is immune to this effect if it doesn't rely on sightas with blindsightor can see through illusionsas with truesight.,No_AttackType,No_Damage,No_Heal,No_SavingThrow
Branding-smite,2,Evocation,No_Ritual,1 bonus action,Self,No_AreaEffect,V,concentration,Up to 1 minute,The next time you hit a creature with a weapon attack before this spell endsthe weapon gleams with astral radiance as you strike. The attack deals an extra 2d6 radiant damage to the targetwhich becomes visible if it's invisibleand the target sheds dim light in a 5-foot radius and can't become invisible until the spell ends.,No_AttackType,Radiant,2:2d6/3:3d6/4:4d6/5:5d6/6:6d6/7:7d6/8:8d6/9:9d6,No_Heal,No_SavingThrow
Burning-hands,1,Evocation,No_Ritual,1 action,Self,Cone:15,V/S,No_Concentration,Instantaneous,As you hold your hands with thumbs touching and fingers spreada thin sheet of flames shoots forth from your outstretched fingertips. Each creature in a 15-foot cone must make a dexterity saving throw. A creature takes 3d6 fire damage on a failed saveor half as much damage on a successful one.The fire ignites any flammable objects in the area that aren't being worn or carried.,No_AttackType,Fire,1:3d6/2:4d6/3:5d6/4:6d6/5:7d6/6:8d6/7:9d6/8:10d6/9:11d6,No_Heal,DEX
Call-lightning,3,Conjuration,No_Ritual,1 action,120 feet,Sphere:5,V/S,concentration,Up to 10 minutes,A storm cloud appears in the shape of a cylinder that is 10 feet tall with a 60-foot radiuscentered on a point you can see 100 feet directly above you. The spell fails if you can't see a point in the air where the storm cloud could appear (for exampleif you are in a room that can't accommodate the cloud).When you cast the spellchoose a point you can see within range. A bolt of lightning flashes down from the cloud to that point. Each creature within 5 feet of that point must make a dexterity saving throw. A creature takes 3d10 lightning damage on a failed saveor half as much damage on a successful one. On each of your turns until the spell endsyou can use your action to call down lightning in this way againtargeting the same point or a different one.If you are outdoors in stormy conditions when you cast this spellthe spell gives you control over the existing storm instead of creating a new one. Under such conditionsthe spell's damage increases by 1d10.,No_AttackType,Lightning,3:3d10/4:4d10/5:5d10/6:6d10/7:7d10/8:8d10/9:9d10,No_Heal,No_SavingThrow
